                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.66238,                0.36761,                0.84193,                0.76974,                0.36166,                0.85412,                0.60489,                 0.5848,                0.59854,                0.46002,                 1.0907,                0.90532,                0.94569,                 1.1942,                 1.1953,                0.97952,              4.852e-05,              4.852e-05,              4.852e-05
                     29,                0.65504,                0.35951,                0.83976,                0.75614,                0.34906,                0.85158,                0.62015,                0.54792,                0.56274,                0.42902,                 1.1064,                0.91538,                0.95052,                 1.2144,                  1.248,                0.98564,              4.654e-05,              4.654e-05,              4.654e-05
                     30,                0.65112,                0.35628,                0.83927,                0.75529,                0.35027,                0.85064,                0.63229,                0.55106,                0.58328,                0.44845,                 1.0907,                0.89989,                0.94006,                 1.1997,                 1.1909,                0.97305,              4.456e-05,              4.456e-05,              4.456e-05
                     31,                 0.6445,                0.35418,                0.83746,                0.74642,                0.34268,                0.84912,                0.61896,                0.56732,                0.59322,                0.45601,                 1.1048,                0.91545,                0.94852,                 1.2163,                 1.2052,                0.98582,              4.258e-05,              4.258e-05,              4.258e-05
                     32,                0.63984,                0.35075,                0.83701,                0.74033,                0.34111,                0.84847,                0.61253,                0.56258,                0.58203,                0.44414,                 1.1024,                0.90564,                0.94959,                 1.2121,                  1.229,                0.98389,               4.06e-05,               4.06e-05,               4.06e-05
                     33,                0.63447,                0.34834,                0.83486,                0.73802,                0.33796,                 0.8459,                0.61098,                 0.5655,                0.57435,                0.44099,                 1.1022,                 0.9037,                0.94709,                 1.2093,                 1.1706,                 0.9791,              3.862e-05,              3.862e-05,              3.862e-05
                     34,                 0.6317,                0.34744,                0.83483,                0.73572,                0.33962,                0.84585,                0.59613,                0.57455,                0.57695,                0.44143,                  1.099,                 0.9048,                0.94492,                 1.2055,                 1.1954,                0.97862,              3.664e-05,              3.664e-05,              3.664e-05
                     35,                0.61741,                 0.3423,                0.83403,                0.71989,                0.33123,                0.84564,                0.61919,                0.56087,                0.58402,                0.44889,                 1.0964,                0.90646,                0.94713,                 1.2017,                 1.1962,                0.98167,              3.466e-05,              3.466e-05,              3.466e-05
                     36,                0.61835,                0.33931,                0.83251,                0.71945,                0.32738,                0.84357,                0.63142,                0.56082,                0.58113,                0.44858,                 1.0957,                0.91276,                0.94564,                 1.2011,                 1.2031,                0.97685,              3.268e-05,              3.268e-05,              3.268e-05
                     37,                0.61265,                0.33715,                0.83186,                0.70873,                0.32457,                0.84255,                0.62718,                0.56461,                0.59946,                0.45816,                 1.1064,                 0.9027,                0.94804,                 1.2127,                 1.2186,                0.97929,               3.07e-05,               3.07e-05,               3.07e-05
                     38,                0.61017,                 0.3351,                 0.8321,                0.71304,                0.32169,                0.84256,                0.61314,                0.58926,                0.59667,                0.45912,                 1.0936,                0.91755,                0.94513,                 1.2026,                 1.2229,                0.97977,              2.872e-05,              2.872e-05,              2.872e-05
                     39,                0.60777,                0.33361,                0.83139,                0.70975,                0.32224,                0.84195,                0.62891,                0.57089,                0.60076,                0.46086,                 1.1019,                0.91554,                 0.9472,                 1.2117,                 1.2212,                0.98135,              2.674e-05,              2.674e-05,              2.674e-05
                     40,                0.60302,                0.33294,                0.83193,                0.70318,                0.32063,                0.84317,                 0.6085,                0.61428,                0.61454,                0.47253,                 1.0944,                0.89431,                0.94375,                 1.2007,                 1.1955,                0.97684,              2.476e-05,              2.476e-05,              2.476e-05
